keyword,quality_attribute,matched_words,nunique,total_matched
specif,interoperability,"['specified' 'specific' 'specifying' 'specifies' 'specification' 'specify'
 'specifically' 'specifications' 'specific-deepvariant-models'
 'specificity' 'specific-intervals' 'specify-min-cpu-platform'
 'specific-variant-in-my-data' 'specifics' 'specifed'
 'specific-dispatching-on-intel-architectures' 'specifing'
 'specifier-qualifier-list' 'specifier' 'specifiers' 'specifc'
 'specifier-seq' 'specificed' 'specif' 'specificbumpptrallocator'
 'specificdecl' 'specific-dwarf' 'specified-but-empty'
 'specifier-qualifier' 'specifers' 'specific-node' 'specific-runtime-libs'
 'specifictype' 'specificators' 'specifes' 'specifiestype' 'specifieid'
 'specifiesnamespace' 'specifyed' 'specifier-loc' 'specifier-list'
 'specififed' 'specificly-sized' 'specifer' 'specifiy'
 'specifically-named' 'specifier-seqopt' 'specifie' 'specifier-type'
 'specifiestypeloc' 'specifier-argument' 'specifier-qualifiers-list'
 'specificier' 'specifiying' 'specifity' 'specifities' 'specifierbegin'
 'specifiers-id' 'specificclause' 'specifierkind'
 'specification-power-architecture' 'specifiesnamespacematcher'
 'specifiestypematcher' 'specified-segments'
 'specific-addison-wesley-professional-computing' 'specifier-seqs'
 'specific-code-for-'
 'specify-the-level-value-in-isosurface-drawing-with-'
 'specifiestypelocmatcher' 'specifications-protect-rop-attacks'
 'specificity-computed-in-tmva-roccurve' 'specifit'
 'specific-potentially-breaking-changes' 'specific-branches'
 'specifierset' 'specific-gene' 'specificlly'
 'specify-groups-and-implementation-for-multiple-tests' 'specificy']",79,29714
spy,testability,"['spy' 'spychalla' 'spyder' 'spyder-ide' 'spydercustomize'
 'spyder-kernels']",6,58
ssh,security,['ssh' 'ssh-keygen' 'ssh-'],3,345
ssl,security,['ssl' 'ssl-ed' 'ssl-ca-'],3,233
ssr,safety,['ssra' 'ssroc' 'ssrc' 'ssrefs'],4,665
stabil,reliability,"['stability' 'stabilizes' 'stabilization' 'stabilize' 'stabilitytests'
 'stabilized' 'stabilise' 'stabilises' 'stabilised' 'stabilizing']",10,164
stack,deployability,"['stack' 'stacked' 'stackoverflow' 'stacktraces' 'stackexchange' 'stackt'
 'stacks' 'stackify' 'stackification' 'stacking' 'stack-allocated'
 'stackrestore' 'stacksave' 'stackptr' 'stackmap' 'stackvalue'
 'stackguardslot' 'stack-passed' 'stackified' 'stackframeprinter'
 'stack-in' 'stacklifetime' 'stackid' 'stackframe' 'stackmaps'
 'stackidindex' 'stack-coloring' 'stackcoloring' 'stackslotcoloring'
 'stackifying' 'stacksafetyglobalanalysis' 'stackids' 'stackentryty'
 'stack-based' 'stack-checking' 'stackallocator' 'stack-protector'
 'stackframes' 'stack-adjusting' 'stacktrace' 'stackmaplivenessanalysis'
 'stackprotectorguard' 'stackslot' 'stackframecontext' 'stack-move'
 'stackgrowsup' 'stackoffset' 'stacksize' 'stack-ptr-based' 'stackgrowth'
 'stackalign' 'stacksafetyinfo' 'stack-argument' 'stackbytesfree'
 'stackmallocidx' 'stack-slot' 'stackidindices' 'stack-out'
 'stack-probe-size' 'stackcheck' 'stackalignment' 'stacksizesve'
 'stacklet' 'stackaligninbytes' 'stack-elim' 'stackbased' 'stack-depth'
 'stack-protector-guard-offset' 'stack-oriented' 'stackprobesize'
 'stack-maps' 'stackless' 'stackidtomatchingcalls' 'stackrestores'
 'stackpointerregistertosaverestore' 'stackrealignable' 'stacksafety'
 'stackadjust' 'stackmapprinter' 'stackprotector' 'stack-pointer'
 'stackptroffset' 'stackobject' 'stackprobe' 'stackpos'
 'stackprotectordescriptor' 'stackframelayoutanalysispass'
 'stackmapliveness' 'stackwidth' 'stackguard' 'stackprotectorcreate'
 'stackifier' 'stacksafetydataflowanalysis' 'stackmapparser' 'stackregion'
 'stacksafetyanalysis' 'stackarity' 'stackframesize' 'stackmaplivevalues'
 'stacklimit' 'stackrestorepoints' 'stack-aligned' 'stackdepot'
 'stack-slots' 'stackint' 'stackadjustedalignment' 'stackhomevalue'
 'stackallocatorholder' 'stackvars' 'stack-related' 'stack-slot-aligned'
 'stack-local' 'stackobjects' 'stacktrie' 'stack-frame'
 'stackdepthincrement' 'stack-allocating' 'stackentry' 'stacksize-'
 'stackframetypeenum' 'stack-machine' 'stack-bound'
 'stackaddrescapechecker' 'stackslotidxes' 'stackslottoorigli'
 'stacksymbolordering' 'stackadjustment' 'stackpointer' 'stackepoch'
 'stack-locations' 'stackframelayout' 'stackprotectorslot'
 'stackgrowsdown' 'stack-relative' 'stackaddressused' 'stackobjset'
 'stack-sizes' 'stackmap-format' 'stacklets' 'stackmap-section'
 'stackaddressasyncescape' 'stack-alignment'
 'stack-instrumentation-with-arm-memory-tagging-extension'
 'stackaddressescape' 'stackreachinguses' 'stack-map'
 'stackframerecognizertest' 'stackentries' 'stackframelist'
 'stackprotectorcheck' 'stack-scanning' 'stackframecontexts'
 'stackpointertracking' 'stacksizessection' 'stack-format'
 'stacktracescript' 'stacktracemessage' 'stack-arg-probe' 'stack-safe'
 'stack-use-after-return' 'stack-size-section' 'stackallacator'
 'stackallocationanalysis' 'stack-id' 'stackarrays' 'stack-safety'
 'stack-protector-buffer-size' 'stacktitle' 'stack-operations' 'stackgl'
 'stack-size' 'stackavailableexpressions' 'stackednets'
 'stack-use-after-scope' 'stack-error-during-rdataframe-snapshot'
 'stacktracefromthread' 'stack-corruption' 'stacking-'
 'stackingactionsequencehandle' 'stacked-py' 'stacktrack'
 'stackcollapse-perf' 'stacktracetriggerthread' 'stackingactionsequence'
 'stackingactionhandle' 'stack-trace' 'stackaction' 'stackflow'
 'stackingaction' 'stackedviolin' 'stack-data' 'stacklevel'
 'stackedvioling' 'stackedbarplot' 'stacked-violins' 'stacked-violin'
 'stack-overflow']",197,12278
stage,deployability,"['stages' 'stage' 'staged' 'stager' 'stageoption' 'stagenextsources'
 'stage-' 'stage-pgo' 'stagecluster' 'stageonly' 'stageselectioncat'
 'stagecmd' 'stagereqrepo' 'stage-metadata-map-table' 'stage-map-table'
 'stage-verify' 'stagedprevent' 'stage-root-' 'stage-root-develop-'
 'stage-and-filter' 'staged-recipes']",21,1801
standard,interoperability,"['standard' 'standardize' 'standard-' 'standards' 'standardization'
 'standardized' 'standardizing' 'standard-librarian-iostreams-and-std'
 'standard-layout' 'standard-defined' 'standard-compliant' 'standardising'
 'standards-compliant' 'standard-ish' 'standardid' 'standardhypotestdemo'
 'standardizes' 'standards-version' 'standard-whisker'
 'standardconversionsequence' 'standard-aligned' 'standards--matches'
 'standardprofilelikelihooddemo' 'standardencoding' 'standards-based'
 'standardinstrumentations' 'standard-library' 'standardblockids'
 'standardprofileinspectordemo' 'standardplatformaliases'
 'standardconversion' 'standarddirective' 'standards-conformance'
 'standardlibrary' 'standardness' 'standardised' 'standardopcodelengths'
 'standard-deviation' 'standardcplusplusmodules' 'standardtollvm'
 'standardese' 'standardhypotestinvdemo' 'standards-specifications'
 'standardbayesianmcmcdemo' 'standardbayesiannumericaldemo'
 'standardfeldmancousinsdemo' 'standardteststatdistributiondemo'
 'standardfrequentistdiscovery' 'standardhypothesistest'
 'standards-required' 'standardlibrarytest' 'standards-related'
 'standardhistfactoryplotswithcategories' 'standardwrite'
 'standard-set-to-c-' 'standard-agnostic' 'standarditem'
 'standardhypotestinvdemo-c-in-' 'standardise' 'standard-phases'
 'standardsymbolsps' 'standardscaler' 'standardscale' 'standardisation'
 'standardising-editable-mode-installs-runtime-layout-not-hooks']",65,5423
standardiz,integrability,"['standardize' 'standardization' 'standardized' 'standardizing'
 'standardizes']",5,138
standby,energy efficiency,['standby'],1,2
standby,safety,['standby'],1,2
state,availability,"['statement' 'state' 'states' 'stated' 'statefulpartitionedcall'
 'statements' 'stateless' 'statepoint' 'statepoints' 'staterror'
 'state-defining' 'staterrorconfig' 'statesize' 'statenames' 'state-less'
 'statepointlowering' 'statepointloweringstate' 'statememt' 'statenode'
 'statepointopers' 'statemgr' 'statement-like' 'statelist' 'state-action'
 'statefull' 'statefulerrorreporter' 'stateptr' 'statementordeclaration'
 'stateargument' 'state-machine' 'statename' 'stateful'
 'statepoint-example' 'statement-expression' 'stateset'
 'state-of-the-walk' 'state-modifying' 'statepointtoken' 'statement-body'
 'statex' 'statemenst' 'statepointstackslots' 'statement-expressions'
 'statew' 'stategies' 'statefromip' 'statement-based' 'staterrors'
 'staterrorhist' 'statepointloweringinfo' 'statem' 'staten' 'stateinfo'
 'state-spaces' 'statea' 'state-reset' 'state-transition'
 'statementattributelikemacros' 'state-dependent' 'stategy' 'statetype'
 'statenamelist' 'statemutationsptr' 'statementcountis' 'statedelta'
 'staterroractivate' 'state-of-the-art' 'state-of' 'statementmatcher'
 'statepoint-num-patch-bytes' 'statepoint-id' 'statementcountisunsigned'
 'statepoint-utilities' 'statementcontext' 'statepoint-stackmap-format'
 'statementmacros' 'statepoints-for-gc'
 'statements-for-distrdf-cling-failure' 'statemachine' 'statentity'
 'statequeue' 'statement-within-a-namespace-does'
 'state-of-dynamic-libraries-on-linux' 'statemets' 'staterrortype'
 'statedict' 'statemachinews' 'stateof-the-art']",88,13458
state,integrability,"['statement' 'state' 'states' 'stated' 'statefulpartitionedcall'
 'statements' 'stateless' 'statepoint' 'statepoints' 'staterror'
 'state-defining' 'staterrorconfig' 'statesize' 'statenames' 'state-less'
 'statepointlowering' 'statepointloweringstate' 'statememt' 'statenode'
 'statepointopers' 'statemgr' 'statement-like' 'statelist' 'state-action'
 'statefull' 'statefulerrorreporter' 'stateptr' 'statementordeclaration'
 'stateargument' 'state-machine' 'statename' 'stateful'
 'statepoint-example' 'statement-expression' 'stateset'
 'state-of-the-walk' 'state-modifying' 'statepointtoken' 'statement-body'
 'statex' 'statemenst' 'statepointstackslots' 'statement-expressions'
 'statew' 'stategies' 'statefromip' 'statement-based' 'staterrors'
 'staterrorhist' 'statepointloweringinfo' 'statem' 'staten' 'stateinfo'
 'state-spaces' 'statea' 'state-reset' 'state-transition'
 'statementattributelikemacros' 'state-dependent' 'stategy' 'statetype'
 'statenamelist' 'statemutationsptr' 'statementcountis' 'statedelta'
 'staterroractivate' 'state-of-the-art' 'state-of' 'statementmatcher'
 'statepoint-num-patch-bytes' 'statepoint-id' 'statementcountisunsigned'
 'statepoint-utilities' 'statementcontext' 'statepoint-stackmap-format'
 'statementmacros' 'statepoints-for-gc'
 'statements-for-distrdf-cling-failure' 'statemachine' 'statentity'
 'statequeue' 'statement-within-a-namespace-does'
 'state-of-dynamic-libraries-on-linux' 'statemets' 'staterrortype'
 'statedict' 'statemachinews' 'stateof-the-art']",88,13455
statu,usability,"['status' 'statusor' 'statuscode' 'statuses' 'statusbar' 'status-word'
 'status-codes' 'status-bar' 'statusclass' 'statusname'
 'statuncertainties' 'status-quo' 'statushistory' 'status-' 'statuschecks'
 'status-results' 'statustest' 'status-checks' 'statusfont'
 'statusindicator' 'statuncert' 'statusbitcheck']",22,2845
stead,availability,['steadily' 'steady-state' 'steady' 'stead'],4,26
stolen,security,['stolen'],1,18
stop,usability,"['stop' 'stops' 'stopiteration' 'stopping' 'stopped' 'stopgain' 'stoped'
 'stopless' 'stopwatch' 'stop-after' 'stop-before' 'stop-start'
 'stopembedding' 'stop-address' 'stoplearningphase' 'stopafter' 'stopper'
 'stopatfirstrefcountedobj' 'stoppoint' 'stoptimer' 'stopifcastexr'
 'stopat' 'stopbb' 'stopfeedback' 'stopatsemi' 'stopit' 'stopexpr'
 'stopprocessing' 'stoptrainingbutton' 'stopimmediatepropagation'
 'stoppropagation' 'stopwhere' 'stopps' 'stopprocess' 'stopidx' 'stop-gc'
 'stopbeforematch' 'stopifcastexpr' 'stoptrackinghard' 'stopgap'
 'stop-gap' 'stop-changing-desktops-in-lion' 'stoptracking' 'stoponerror'
 'stopcachelearningphase' 'stopblock' 'stoppers' 'stopinfomachexception'
 'stoptest' 'stoping' 'stoppointcallbackcontext' 'stoppage'
 'stop-after-parse' 'stopinfo'
 'stop-rdataframe-from-changing-column-type-from-std-vector-double-to-root-rvec'
 'stopwatches' 'stopprocessingiferror' 'stop-pause'
 'stopped-yesterday-working-on-osx' 'stopreasonname' 'stop-niddm'
 'stopwords']",62,2414
stride,security,"['stride' 'strided' 'strides' 'stride-' 'stridescev' 'strideformaxbecount'
 'stridea' 'stridecols' 'striderows' 'stride-loops' 'strident']",11,837
stub,interoperability,['stub' 'stub-container-name' 'stub-evaluate' 'stub-columns'],4,523
stub,testability,['stub' 'stub-container-name' 'stub-evaluate' 'stub-columns'],4,523
sub,integrability,"['subprocess' 'substitute' 'subsequent' ... 'subselecting' 'sub-clustered'
 'subscale']",1048,24677
support,usability,"['supporting' 'support' 'supported' 'supports' 'support---will'
 'supports-variant' 'supportive' 'supportcenter' 'support-matrix'
 'support-theme-context-for-images-in-light-vs-dark-mode' 'support-'
 'supportsdebugentryvalues' 'supportedlodaxes' 'supported-cpus'
 'supported-extensions' 'supportstailcall' 'supportsnonrectangular'
 'support-symbolic-integer-casts' 'supportsarraybuffer'
 'supportsprofiling' 'supportable' 'supportssecondaryselect'
 'supportssext' 'supportszext' 'supporthelpers' 'supportsmapper'
 'supportsforcingframepointer' 'supportsmultiplefiles' 'supportsshapeinfo'
 'supportsselectiondagsp' 'supports-hot-cold-new'
 'supportsembeddedbitcode' 'supportedkind' 'supportpolicy'
 'supportlibrary' 'supportandfaq' 'supportin'
 'support-for-divergent-control-flow-of-simt-hardware'
 'supported-attributes' 'supportsvp' 'supporttest'
 'supported-file-formats-table' 'supporttests'
 'supported-failed-to-compile-the-dispatcher-code'
 'support-in-a-conda-environment' 'support-within-rdataframe-class'
 'support-range-option' 'support-target-features-for-dictionary'
 'supporting-interval-smaller-than-data-range' 'support-enabled'
 'support-for-tdataframe-' 'supported-versions-of-the-codeql-action'
 'supportsbulkread' 'supportforum' 'support-for-matplotlib'
 'supported-numpy']",56,18887
sustainab,energy efficiency,['sustainable' 'sustainability'],2,22
synch,performance,"['synchronously' 'synchronize' 'synchronization' 'synchronouslyclose'
 'synchronized' 'synch' 'synchronous' 'synchronizing' 'synchronisation'
 'synchscope' 'synchronizes' 'synchro' 'synchronizationscope' 'synchonize'
 'synchronized-statement' 'synchronise' 'synchornizable' 'synchronizable'
 'synchronizeparametersettings' 'synchrounous' 'synchroize' 'synchronises'
 'synch-scope' 'synchronizes-with' 'synchronize-with' 'synchonizing'
 'synchtml' 'synchronousnonblockingstepexecution']",28,700
syntact,interoperability,"['syntactically' 'syntactic' 'syntactically-obvious' 'syntactical'
 'syntactically-valid' 'syntactic-ish' 'syntactically-concrete']",7,270
system chang,modifiability,['system-dependent changes' 'systematic changes' 'system changes'],3,7
system environ,modifiability,['system environment'],1,2
target system,integrability,['target system' 'targeting systemz'],2,11
team,security,"['team' 'teamviewer' 'teammate' 'teams' 'teammates' 'team-effort'
 'team-optional' 'team-local' 'teams-kind' 'teams-like'
 'teamsreductionbufferlength' 'teamsreductiondatasize' 'team-' 'teamcity']",14,2037
temperatur,energy efficiency,"['temperature' 'temperatures' 'temperaturegradient' 'temperaturescale'
 'temperaturemap']",5,72
tenant,security,['tenant'],1,1
